0	25.36544	1091.574	22050	22050	0.92048	0.2778	0.33522	0.76823	
0.27777	17.06513	1216.096	22049.83	22049.71	0.56206	0.95701	0.9162	0.63571	
0.99507	5.10647	1410.453	22048.37	22048.74	0.22351	0.82376	0.15668	0.40094	
1.12486	4.15546	1998.387	22048.53	22049.09	0.8552	0.65138	0.29603	0.63755	
1.64915	15.31391	1959.163	22048.06	22049.37	0.57407	0.79292	0.40023	0.89153	
1.93246	11.22129	1711.587	22049.74	22047	0.95439	0.5734	0.08606	0.19221	
2.59569	26.81675	1023.339	22045.95	22045.76	0.51193	0.15679	0.23828	0.97063	
3.4979	25.67667	899.9986	22047.32	22046.36	0.78422	0.56128	0.66772	0.53161	
3.53718	13.69149	1897.753	22049.59	22048.35	0.35586	0.76468	0.63998	0.35405	
4.22504	5.81325	1160.157	22049.16	22048.8	0.3973	0.30607	0.89337	0.35036	
4.91171	28.73758	1382.96	22047.19	22048.84	0.4956	0.93157	0.39844	0.81477	
5.59593	27.41819	1223.736	22042.69	22049.54	0.92812	0.23289	0.88106	0.64108	
6.02788	18.9683	921.5891	22047.85	22043.04	0.50233	0.3035	0.18753	0.27623	
6.58432	13.07854	754.4106	22048.98	22040.16	0.21347	0.5459	0.76048	0.98475	
7.51932	20.84891	1074.783	22046.86	22042.09	0.36474	0.30904	0.58449	0.24441	
7.67171	22.23231	688.2124	22047.36	22039.31	0.77056	0.16708	0.9501	0.05253	
8.19327	6.11011	860.0936	22047.24	22046.35	0.69091	0.97066	0.63946	0.75973	
8.28675	4.91217	1280.315	22037.27	22037.15	0.28419	0.51528	0.81968	0.57332	
9.04233	2.50623	736.7107	22050	22038.01	0.90096	0.21292	0.9978	0.05406	
9.91287	3.09754	506.2424	22048.73	22043.29	0.26234	0.24682	0.39169	0.91303	
10.73257	11.41377	1328.728	22042.48	22040.21	0.71865	0.18968	0.53081	0.75729	
11.03687	29.77463	1365.457	22047.75	22045.36	0.66602	0.13188	0.7478	0.83324	
11.96225	26.32487	1746.556	22049.59	22044.89	0.91303	0.98524	0.66688	0.49726	
12.12622	25.07034	1833.423	22031.35	22042.92	0.32324	0.66653	0.22914	0.70062	
12.44309	10.53453	847.1419	22030.8	22042.39	0.30129	0.68602	0.51069	0.97147	
12.72313	16.8371	1578.903	22031.2	22038.79	0.63329	0.94989	0.45092	0.33635	
13.57081	13.60089	504.8472	22035.18	22040.92	0.84992	0.3105	0.67548	0.48295	
14.05275	9.84371	1568.131	22030.85	22041.14	0.13678	0.47259	0.69598	0.67394	
14.69039	11.06636	776.9337	22040.43	22040.87	0.75766	0.39554	0.74044	0.20221	
15.6113	20.85794	1479.696	22030.67	22037.83	0.17888	0.33445	0.87738	0.68612	
15.70504	4.22699	1042.401	22038.92	22039.35	0.6999	0.3599	0.77577	0.28838	
16.03468	6.50278	1976.545	22023.37	22045.39	0.39833	0.26938	0.4365	0.95864	
16.95361	23.18127	1548.613	22025.17	22041.12	0.44545	0.79685	0.94305	0.91627	
17.81553	6.9029	1690.485	22036.58	22029.13	0.91444	0.91868	0.87398	0.49814	
18.39173	5.71995	910.8668	22045.85	22034.44	0.5173	0.86405	0.49598	0.29105	
18.57215	20.84117	1591.325	22023.35	22037.71	0.54318	0.85432	0.72425	0.17821	
18.79412	15.45724	681.8882	22023.01	22029.97	0.39233	0.93871	0.90848	0.6221	
19.63095	24.7257	1244.112	22028.24	22030.18	0.69295	0.64799	0.25891	0.15123	
19.7035	4.1276	1470.811	22029.1	22026.63	0.39825	0.18203	0.42733	0.93449	
20.28707	8.69838	1488.12	22041.95	22032.67	0.24154	0.89473	0.62567	0.51771	
20.49491	17.16926	1139.299	22044.19	22029.31	0.31989	0.39341	0.72936	0.63865	
21.47975	10.80904	1846.34	22019.07	22028.91	0.10487	0.80495	0.77439	0.29368	
21.59442	26.10051	1581.509	22015.78	22030.17	0.98782	0.73712	0.21088	0.47389	
22.4596	3.72367	649.3389	22026.9	22023.86	0.69141	0.82819	0.1317	0.05151	
22.51302	14.27375	1671.303	22038.45	22029.08	0.2072	0.63067	0.57863	0.5299	
23.10807	11.49559	956.4282	22045.71	22029.84	0.25284	0.64876	0.52575	0.61893	
23.70427	7.77603	1744.712	22013.26	22014.4	0.93136	0.25268	0.48173	0.22549	
24.53104	9.43403	1035.79	22045.02	22023.19	0.83342	0.69323	0.03633	0.25747	
25.3093	19.15296	1754.156	22020.82	22017.14	0.27822	0.6512	0.10973	0.67461	
26.09156	21.86439	800.5285	22023.96	22020.24	0.49061	0.3079	0.38575	0.53285	
26.24628	17.10653	521.869	22022.89	22022.97	0.37487	0.76367	0.26044	0.64966	
26.7986	27.66814	1528.98	22041.5	22036.5	0.38076	0.6813	0.006	0.53296	
27.64251	18.93496	1464.039	22027.82	22022.39	0.42594	0.74698	0.8019	0.67781	
27.79539	1.95389	595.3409	22035.44	22012.37	0.65706	0.73027	0.56783	0.00113	
27.8011	9.85193	892.3555	22034.03	22043.4	0.26305	0.40722	0.66734	0.87901	
28.4544	10.08366	1827.521	22011.41	22010.03	0.55311	0.84606	0.67565	0.90417	
28.64551	12.44112	1559.1	22043.74	22028.39	0.76506	0.93924	0.23312	0.92658	
29.19695	28.06918	1241.61	22028.23	22047.04	0.81968	0.83272	0.5945	0.6572	

